headline,language,label,num_evidence,max_rel,mean_rel,p90_rel,max_ent,mean_ent,max_con_used,mean_con,body_success_rate,context_mismatch_rate,update_style_rate
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
yes,English,1,30.0,0.2003293931484222,0.1793250322341918,0.1963425576686859,0.5627754330635071,0.4501173585653305,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
yes,English,0,30.0,0.2003293931484222,0.1793250322341918,0.1963425576686859,0.5627754330635071,0.4501173585653305,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
yes,English,0,30.0,0.2003293931484222,0.1793250322341918,0.1963425576686859,0.5627754330635071,0.4501173585653305,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
yes,English,0,30.0,0.2003293931484222,0.1793250322341918,0.1963425576686859,0.5627754330635071,0.4501173585653305,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,1,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
no,English,0,30.0,0.1931039690971374,0.1714830935001373,0.192582905292511,0.9498146176338196,0.468159915227443,0.0,0.0,0.0,0.0,0.0
